V,C,cost_value_ratio,value_cost_ratio,conflict_severity,theoretical_hawk,initial_hawk,iterations,learning_rate,mutation_rate,environment_volatility,final_hawk,final_dove,hawk_dominant,dominant_strategy,population_size
15.705164922563304,13.727474752809517,0.8740738999236819,1.1440680245541173,-1.977690169753787,1.0,0.8585979199113825,62,0.04130128174651794,0.02929304819746592,0.09372536721893883,0.7909215955983494,0.2090784044016506,1,hawk,727
16.107181940678633,28.43478482170258,1.7653482109052625,0.5664604828795813,12.327602881023946,0.5664604828795813,0.2533833538391872,158,0.04140590370772815,0.018868805300699516,0.02884204345020677,0.5578446909667195,0.4421553090332805,1,hawk,631
12.129655177939727,6.669108777878119,0.5498184969023081,1.8187820264942456,-5.460546400061608,1.0,0.6795270092089578,54,0.04189883647185772,0.007002569629584352,0.05650074376992685,1.0,0.0,1,hawk,292
10.03566229142576,2.7495937386524303,0.27398229023724924,3.6498709428776253,-7.2860685527733295,1.0,0.8222135460938069,157,0.12381084570887341,0.013416926041757326,0.08017304186713094,0.9385065885797951,0.061493411420204924,1,hawk,683
15.51999664202222,6.794052989085845,0.43776124091999774,2.2843502496895405,-8.725943652936374,1.0,0.29231154342999166,79,0.11498213841109409,0.018705138122200916,0.04383913339665434,0.9322381930184805,0.06776180698151946,1,hawk,974
12.057983446371868,15.528513119921527,1.2878200728160651,0.7765059895465898,3.4705296735496596,0.7765059895465898,0.47214445102064617,167,0.11947775894854293,0.01089997633125459,0.09806348292668525,0.7129186602870813,0.2870813397129187,1,hawk,836
4.780177520270706,7.547574660811599,1.5789318762337876,0.6333395474827522,2.7673971405408935,0.6333395474827522,0.6560476050611784,109,0.1038029258284048,0.026817480075742445,0.07628124420782723,0.6294416243654822,0.37055837563451777,1,hawk,394
17.5822549103199,18.492935141474636,1.0517954173568609,0.9507552357596103,0.9106802311547355,0.9507552357596103,0.17645765302889949,194,0.06069367841099919,0.029309825066384583,0.013603295329006478,0.9783333333333334,0.021666666666666612,1,hawk,600
15.485634954389612,17.92131299261771,1.157286287930846,0.8640904246674659,2.435678038228099,0.8640904246674659,0.991398048885621,146,0.06147493928625777,0.0036842092234116532,0.07094214522777816,0.9873817034700315,0.012618296529968487,1,hawk,317
17.55063133733425,5.398882896378251,0.3076175889407226,3.2507894085103777,-12.151748440955998,1.0,0.11679182777331754,135,0.05085919789614054,0.011690030200235435,0.06015833344434663,0.9731471535982814,0.02685284640171859,1,hawk,931
6.22748435120046,22.80530226746629,3.6620408790060073,0.2730717741936926,16.57781791626583,0.2730717741936926,0.5779455714096253,149,0.09512256532569179,0.025768429198782753,0.09756738095618885,0.263030303030303,0.736969696969697,0,dove,825
18.471109230920366,9.67503364051121,0.523792779283409,1.9091519386122144,-8.796075590409156,1.0,0.3215591093867818,142,0.13720509790605026,0.027507060438063575,0.04224696288073643,0.9919354838709677,0.008064516129032251,1,hawk,868
15.203140758732964,27.845220736317952,1.8315439670137332,0.5459874390187117,12.642079977584988,0.5459874390187117,0.32144013298457164,128,0.10118490874016413,0.012406975779609152,0.06545994557022537,0.5904761904761905,0.4095238095238095,1,hawk,525
11.408356505105534,21.18421698409058,1.8569034877732034,0.538530950361453,9.775860478985045,0.538530950361453,0.03223458622963926,153,0.11209823243830076,0.02680219864779065,0.04291531106618221,0.6003976143141153,0.3996023856858847,1,hawk,503
8.190971605096655,2.048069769841139,0.25003990595777087,3.9993616065784696,-6.142901835255516,1.0,0.2540845784245549,111,0.07324694941586357,0.005590668601407736,0.021634450713635983,0.896978021978022,0.10302197802197799,1,hawk,728
1.4383291162972287,4.768435525412409,3.3152603749606766,0.3016354333894095,3.33010640911518,0.3016354333894095,0.5182508627607912,97,0.14588037082758198,0.014673056974743307,0.019192057199253574,0.4417989417989418,0.5582010582010581,0,dove,378
