V,C,initial_hawk,iterations,learning_rate,mutation_rate,environment_volatility,population_size
-0.7489609607272699,-0.07369891272404656,1.5482857593852137,0.4421392830688482,-1.159302397913533,1.5549882145513292,-1.6302677287244645,-1.7503655596376475
-1.529350264087564,0.5125789971084324,-0.2977545245113199,-1.1357575278292067,0.14222806116711237,0.13912999633051887,0.45071171688865824,0.7801355171925061
1.3084585462690985,-0.7670124272112437,-0.663258722793716,1.2542920533840234,0.7531306838708833,1.710088925400276,0.05402542436741444,0.39438840182205587
-1.1998855505583885,1.3194236905582377,-0.7279782400852052,0.975839674990249,-1.683890775828425,0.8025797575416821,-1.323215390920888,-0.6278414539096373
-1.3156981595098982,-1.1154921739345385,1.0944059958468746,0.8134091209272141,-1.4291110163223568,1.0050947429216173,-1.514875181264693,-0.49668743468368426
1.090031381212533,0.39838857120218096,-0.5590180804579288,-0.1611742034509963,0.07965392697067537,0.35377958051452074,1.6819316944611786,-1.1987471846579036
0.28918383647776924,-0.6690093902904577,1.6605961142393015,0.975839674990249,1.2586570097882714,-0.20961527713742423,-0.5449611551434241,-0.8014276558263399
1.551435042926749,1.355734413731742,-1.1355803965519466,-0.9965313386323195,0.04298870724446482,1.0531445465842364,1.24154547141764,1.0077263152610718
-1.6779446004690193,-0.5152074775744485,0.1512095051703,0.6973872965964747,0.5725443997583903,-0.38025094620910893,1.293482754366085,1.3278964210185455
-0.4004131277374719,0.14255422722620345,0.3655877931155489,0.8830222155256576,1.49425579149259,1.6948149755819544,-1.0141844546938386,-1.079165578893064
0.7795559110760661,0.9784786118288379,-1.672416396987452,-0.8805095143015802,1.0097348397423398,-1.5301717614229478,0.18011347389878016,-0.17265985777250603
-1.4615400992123715,-1.2442146494837707,-0.642073555547609,-0.23078729804943993,0.7777383509705552,1.685726449597589,0.7430626961029486,0.008641286451605591
0.019053125063002267,-1.6881512580117293,-0.08371367717881463,-0.7644876899708408,1.1120146719977764,-1.4372062100666294,0.7836786421627245,-0.26909663661511857
1.4523736716360154,-1.614752958000308,-1.5440182912182512,-0.7644876899708408,1.527397186548697,1.4313686638466918,-0.04404911096261452,-1.3221862615764477
-0.4399326831756948,-1.6748141350354924,1.392911791958384,-1.4606186359552769,0.49816541803191444,0.9558462105819377,0.8107389247844956,-0.824572482748567
-1.5525734535097557,-1.340689177983769,1.0877336177600037,1.0454527695886926,1.0488433861886142,-1.33335531569371,0.8531256854174666,0.5139700075868955
-1.2921335687892477,0.7599785297314096,-0.21111543153444576,1.0918614993209885,-1.0023371349951584,-0.8041582943299395,-0.7936096205834039,-0.5044023769910932
-0.4077462372041554,-1.5356616621475423,-0.2884455923980826,-1.5302317305537203,-1.1808440929350825,0.31325233692419435,1.5056331923204966,0.9190044787258682
0.9089510727457858,-1.1087226153605907,-1.106218245490114,0.25650436413966526,1.0111583920716984,-0.2982513463605319,0.8884303043664411,-0.5931242135262969
